"url","depth","content_type","raw_file"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/thu-khoa-trao-nhat-hang-va-hanh-trinh-ruc-ro-cua-mot-gen-z-3-tot/","2","text/html","data/raw/fpt_admission/html/8e5583a3d945ec393f9717b0.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-khoa-hoc-may-tinh/chon-nganh-the-nao-de-on-dinh-trong-thoi-ai/","2","text/html","data/raw/fpt_admission/html/17b1d3d955da471f922d1c03.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-khoa-hoc-may-tinh/chuyen-gia-giao-duc-chia-se-bi-kip-chon-nganh-hoc-phu-hop-xu-the-cho-hoc-sinh-thpt-2/","2","text/html","data/raw/fpt_admission/html/64a9871ab3cfc87a623f9d2a.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-khoa-hoc-may-tinh/thu-khoa-dau-ra-nganh-cong-nghe-thong-tin-bo-qua-2-truong-top-dau-chon-fptu-va-tro-thanh-ky-su-tai-trung-tam-ai-trieu-do-3/","2","text/html","data/raw/fpt_admission/html/6d1a83a06e58925273d111d7.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-khoa-hoc-may-tinh/truong-dai-hoc-fpt-mo-rong-nganh-dao-tao-dap-ung-nhu-cau-va-xu-huong-viec-lam-tuong-lai/","2","text/html","data/raw/fpt_admission/html/98ba01c79ffacce870c9a77e.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/hoa-hau-nguyen-ngoc-kieu-duy-niem-tu-hao-cua-truong-dai-hoc-fpt/","2","text/html","data/raw/fpt_admission/html/83402d686c388046d5fb6501.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/hoa-hau-nguyen-ngoc-kieu-duy-rang-ro-ngay-tro-ve-truong/","2","text/html","data/raw/fpt_admission/html/68f08950115f00a1b8c4dc80.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/hoa-hau-quoc-gia-viet-nam-nguyen-ngoc-kieu-duy-trong-mat-ban-be/","2","text/html","data/raw/fpt_admission/html/1eab8071cf83eb561159e230.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/ngo-nguyen-cat-tuong-co-nang-thu-khoa-tung-so-hoc-online/","2","text/html","data/raw/fpt_admission/html/8bd9829d5f6aa1d2b6de193a.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/nhom-sinh-vien-truong-dai-hoc-fpt/","2","text/html","data/raw/fpt_admission/html/1167eabf0751a0fb55713628.html"
